Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
651,Exit long,2025-04-08 08:10,SL,18061.5,1,36497.5,-376.5,-1.03,2,216,0.59,-375.5,-1.03,13755.5,55.02,15
651,Entry long,2025-04-08 06:55,L|ORB|or:139.8|pd:8|on:topBreak|gap:+588.8|ent:close|risk:186.75|rr:0|n:1|h:9|m:55|dow:3,18248.75,1,36497.5,-376.5,-1.03,2,216,0.59,-375.5,-1.03,13755.5,55.02,15
652,Exit short,2025-04-10 13:00,time,18537.75,1,37291,213.5,0.57,2,1453.5,3.90,-312.5,-0.84,13969,55.88,72
652,Entry short,2025-04-10 07:00,S|ORB|or:192.5|pd:9|on:botBreak|gap:-481|ent:close|risk:226.5|rr:0|n:1|h:10|m:0|dow:5,18645.5,1,37291,213.5,0.57,2,1453.5,3.90,-312.5,-0.84,13969,55.88,72
653,Exit short,2025-04-21 13:00,time,17903.25,1,35988.5,180,0.50,2,587.5,1.63,-10.5,-0.03,14149,56.60,73
653,Entry short,2025-04-21 06:55,S|ORB|or:105|pd:40|on:botBreak|gap:-244.3|ent:close|risk:171.75|rr:0|n:1|h:9|m:55|dow:2,17994.25,1,35988.5,180,0.50,2,587.5,1.63,-10.5,-0.03,14149,56.60,73
654,Exit long,2025-04-22 13:00,time,18387.5,1,36484,289,0.79,2,542,1.49,-86.5,-0.24,14438,57.75,75
654,Entry long,2025-04-22 06:45,L|ORB|or:110.8|pd:24|on:topBreak|gap:+230|ent:close|risk:142|rr:0|n:1|h:9|m:45|dow:3,18242,1,36484,289,0.79,2,542,1.49,-86.5,-0.24,14438,57.75,75
655,Exit long,2025-04-24 13:00,time,19365.25,1,37961,767.5,2.02,2,872,2.30,-18,-0.05,15205.5,60.82,75
655,Entry long,2025-04-24 06:45,L|ORB|or:114.8|pd:26|on:topBreak|gap:+87.5|ent:close|risk:134.25|rr:0|n:1|h:9|m:45|dow:5,18980.5,1,37961,767.5,2.02,2,872,2.30,-18,-0.05,15205.5,60.82,75
656,Exit short,2025-04-28 13:00,time,19498,1,38929,-69,-0.18,2,412.5,1.06,-230,-0.59,15136.5,60.55,73
656,Entry short,2025-04-28 06:55,S|ORB|or:116.3|pd:36|on:topBreak|gap:+18.3|ent:close|risk:134.75|rr:0|n:1|h:9|m:55|dow:2,19464.5,1,38929,-69,-0.18,2,412.5,1.06,-230,-0.59,15136.5,60.55,73
657,Exit long,2025-04-30 13:00,time,19693.5,1,38685,700,1.81,2,799,2.07,-116,-0.30,15836.5,63.35,64
657,Entry long,2025-04-30 07:40,L|ORB|or:169|pd:59|on:botBreak|gap:-343.8|ent:close|risk:207.5|rr:0|n:1|h:10|m:40|dow:4,19342.5,1,38685,700,1.81,2,799,2.07,-116,-0.30,15836.5,63.35,64
658,Exit short,2025-05-06 07:15,SL,19865.25,1,39507.5,-225,-0.57,2,30,0.08,-224,-0.57,15611.5,62.45,5
658,Entry short,2025-05-06 06:50,S|ORB|or:85.3|pd:41|on:botBreak|gap:-269.8|ent:close|risk:111|rr:0|n:1|h:9|m:50|dow:3,19753.75,1,39507.5,-225,-0.57,2,30,0.08,-224,-0.57,15611.5,62.45,5
659,Exit long,2025-05-13 13:00,time,21264.75,1,42222,305.5,0.72,2,471,1.12,-18,-0.04,15917,63.67,74
659,Entry long,2025-05-13 06:50,L|ORB|or:107.3|pd:41|on:topBreak|gap:+54.5|ent:close|risk:138|rr:0|n:1|h:9|m:50|dow:3,21111,1,42222,305.5,0.72,2,471,1.12,-18,-0.04,15917,63.67,74
660,Exit short,2025-05-20 07:35,SL,21440.5,1,42748.5,-134.5,-0.31,2,39.5,0.09,-133.5,-0.31,15782.5,63.13,10
660,Entry short,2025-05-20 06:45,S|ORB|or:49.3|pd:14|on:botBreak|gap:-110.8|ent:close|risk:65.75|rr:0|n:1|h:9|m:45|dow:3,21374.25,1,42748.5,-134.5,-0.31,2,39.5,0.09,-133.5,-0.31,15782.5,63.13,10
661,Exit short,2025-05-26 15:00,time,21267.25,1,42495.5,-41,-0.10,2,63.5,0.15,-98,-0.23,15741.5,62.97,30
661,Entry short,2025-05-26 07:30,S|ORB|or:49|pd:19|on:topBreak|gap:+282.3|ent:close|risk:60.25|rr:0|n:1|h:10|m:30|dow:2,21247.75,1,42495.5,-41,-0.10,2,63.5,0.15,-98,-0.23,15741.5,62.97,30
662,Exit short,2025-05-28 13:00,time,21364.25,1,42933,202.5,0.47,2,268.5,0.63,-96,-0.22,15944,63.78,73
662,Entry short,2025-05-28 06:55,S|ORB|or:74.5|pd:25|on:topBreak|gap:+39|ent:close|risk:98.5|rr:0|n:1|h:9|m:55|dow:4,21466.5,1,42933,202.5,0.47,2,268.5,0.63,-96,-0.22,15944,63.78,73
663,Exit long,2025-06-03 13:00,time,21683.25,1,43232,132.5,0.31,2,286.5,0.66,-118,-0.27,16076.5,64.31,72
663,Entry long,2025-06-03 07:00,L|ORB|or:85.8|pd:28|on:topBreak|gap:+13|ent:close|risk:106.25|rr:0|n:1|h:10|m:0|dow:3,21616,1,43232,132.5,0.31,2,286.5,0.66,-118,-0.27,16076.5,64.31,72
664,Exit short,2025-06-04 11:00,SL,21794.25,1,43388.5,-202,-0.47,2,105.5,0.24,-201,-0.46,15874.5,63.50,48
664,Entry short,2025-06-04 07:00,S|ORB|or:76.8|pd:31|on:topBreak|gap:+22|ent:close|risk:99.5|rr:0|n:1|h:10|m:0|dow:4,21694.25,1,43388.5,-202,-0.47,2,105.5,0.24,-201,-0.46,15874.5,63.50,48
665,Exit long,2025-06-16 13:00,time,22181,1,44258.5,101.5,0.23,2,189.5,0.43,-4.5,-0.01,15976,63.90,74
665,Entry long,2025-06-16 06:50,L|ORB|or:85.3|pd:33|on:topBreak|gap:+362.5|ent:close|risk:116|rr:0|n:1|h:9|m:50|dow:2,22129.25,1,44258.5,101.5,0.23,2,189.5,0.43,-4.5,-0.01,15976,63.90,74
666,Exit short,2025-06-19 15:00,SL,21787.5,1,43360,-217,-0.50,2,27.5,0.06,-216,-0.50,15759,63.04,39
666,Entry short,2025-06-19 06:45,S|ORB|or:70.8|pd:33|on:botBreak|gap:-164.5|ent:close|risk:107|rr:0|n:1|h:9|m:45|dow:5,21680,1,43360,-217,-0.50,2,27.5,0.06,-216,-0.50,15759,63.04,39
667,Exit short,2025-06-20 13:00,time,21875.75,1,44036.5,283,0.64,2,515.5,1.17,-24.5,-0.06,16042,64.17,73
667,Entry short,2025-06-20 06:55,S|ORB|or:90.8|pd:66|on:topBreak|gap:+370.5|ent:close|risk:112.75|rr:0|n:1|h:9|m:55|dow:6,22018.25,1,44036.5,283,0.64,2,515.5,1.17,-24.5,-0.06,16042,64.17,73
668,Exit short,2025-06-25 13:00,time,22475.5,1,44948.5,-4.5,-0.01,2,171,0.38,-101.5,-0.23,16037.5,64.15,70
668,Entry short,2025-06-25 07:10,S|ORB|or:58|pd:31|on:topBreak|gap:+94|ent:close|risk:74.25|rr:0|n:1|h:10|m:10|dow:4,22474.25,1,44948.5,-4.5,-0.01,2,171,0.38,-101.5,-0.23,16037.5,64.15,70
669,Exit long,2025-07-03 15:00,time,23032,1,45995.5,66.5,0.14,2,206,0.45,-6.5,-0.01,16104,64.42,40
669,Entry long,2025-07-03 06:55,L|ORB|or:56.3|pd:27|on:topBreak|gap:+87.3|ent:close|risk:68.25|rr:0|n:1|h:9|m:55|dow:5,22997.75,1,45995.5,66.5,0.14,2,206,0.45,-6.5,-0.01,16104,64.42,40
670,Exit long,2025-07-09 07:35,SL,22977,1,46171.5,-219.5,-0.48,2,50,0.11,-218.5,-0.47,15884.5,63.54,10
670,Entry long,2025-07-09 06:45,L|ORB|or:87|pd:71|on:topBreak|gap:+86.8|ent:close|risk:108.25|rr:0|n:1|h:9|m:45|dow:4,23085.75,1,46171.5,-219.5,-0.48,2,50,0.11,-218.5,-0.47,15884.5,63.54,10
671,Exit short,2025-07-10 13:00,time,23009.75,1,45986.5,-35,-0.08,2,183.5,0.40,-114.5,-0.25,15849.5,63.40,75
671,Entry short,2025-07-10 06:45,S|ORB|or:67.8|pd:35|on:topBreak|gap:+21.3|ent:close|risk:96.75|rr:0|n:1|h:9|m:45|dow:5,22993.25,1,45986.5,-35,-0.08,2,183.5,0.40,-114.5,-0.25,15849.5,63.40,75
672,Exit long,2025-07-14 13:00,time,23027.5,1,46017.5,35.5,0.08,2,117,0.25,-41,-0.09,15885,63.54,60
672,Entry long,2025-07-14 08:00,L|ORB|or:127|pd:80|on:topBreak|gap:-12.5|ent:close|risk:157|rr:0|n:1|h:11|m:0|dow:2,23008.75,1,46017.5,35.5,0.08,2,117,0.25,-41,-0.09,15885,63.54,60
673,Exit short,2025-07-15 13:00,time,23031,1,46198.5,134.5,0.29,2,145,0.31,-164.5,-0.36,16019.5,64.08,61
673,Entry short,2025-07-15 07:55,S|ORB|or:100|pd:44|on:topBreak|gap:+165.8|ent:close|risk:123.75|rr:0|n:1|h:10|m:55|dow:3,23099.25,1,46198.5,134.5,0.29,2,145,0.31,-164.5,-0.36,16019.5,64.08,61
674,Exit short,2025-07-16 12:40,SL,23090.75,1,45930.5,-253,-0.55,2,258,0.56,-252,-0.55,15766.5,63.07,70
674,Entry short,2025-07-16 06:50,S|ORB|or:85.8|pd:50|on:topBreak|gap:+22.5|ent:close|risk:125|rr:0|n:1|h:9|m:50|dow:4,22965.25,1,45930.5,-253,-0.55,2,258,0.56,-252,-0.55,15766.5,63.07,70
675,Exit long,2025-07-21 13:00,time,23346,1,46757.5,-67.5,-0.14,2,91.5,0.20,-102,-0.22,15699,62.80,75
675,Entry long,2025-07-21 06:45,L|ORB|or:93.8|pd:67|on:topBreak|gap:+29.5|ent:close|risk:124|rr:0|n:1|h:9|m:45|dow:2,23378.75,1,46757.5,-67.5,-0.14,2,91.5,0.20,-102,-0.22,15699,62.80,75
676,Exit short,2025-07-22 13:00,time,23218.25,1,46426,-12.5,-0.03,2,215,0.46,-89,-0.19,15686.5,62.75,75
676,Entry short,2025-07-22 06:45,S|ORB|or:91|pd:54|on:botBreak|gap:+1.8|ent:close|risk:137|rr:0|n:1|h:9|m:45|dow:3,23213,1,46426,-12.5,-0.03,2,215,0.46,-89,-0.19,15686.5,62.75,75
677,Exit long,2025-07-25 13:00,time,23422,1,46788,54,0.12,2,165,0.35,-24,-0.05,15740.5,62.96,74
677,Entry long,2025-07-25 06:50,L|ORB|or:48.3|pd:38|on:botBreak|gap:-16|ent:close|risk:64|rr:0|n:1|h:9|m:50|dow:6,23394,1,46788,54,0.12,2,165,0.35,-24,-0.05,15740.5,62.96,74
678,Exit long,2025-07-28 08:15,SL,23461.75,1,47040.5,-119,-0.25,2,14,0.03,-118,-0.25,15621.5,62.49,16
678,Entry long,2025-07-28 06:55,L|ORB|or:42.5|pd:29|on:botBreak|gap:+50.3|ent:close|risk:58|rr:0|n:1|h:9|m:55|dow:2,23520.25,1,47040.5,-119,-0.25,2,14,0.03,-118,-0.25,15621.5,62.49,16
679,Exit short,2025-07-29 13:00,time,23454.75,1,47133.5,222,0.47,2,288.5,0.61,-40,-0.08,15843.5,63.37,72
679,Entry short,2025-07-29 07:00,S|ORB|or:59.5|pd:66|on:topBreak|gap:+103.8|ent:close|risk:85.75|rr:0|n:1|h:10|m:0|dow:3,23566.75,1,47133.5,222,0.47,2,288.5,0.61,-40,-0.08,15843.5,63.37,72
680,Exit short,2025-07-31 13:00,time,23363.25,1,47136,407.5,0.86,2,523.5,1.11,-99,-0.21,16251,65.00,62
680,Entry short,2025-07-31 07:50,S|ORB|or:131.8|pd:56|on:botBreak|gap:+263.5|ent:close|risk:184.5|rr:0|n:1|h:10|m:50|dow:5,23568,1,47136,407.5,0.86,2,523.5,1.11,-99,-0.21,16251,65.00,62
681,Exit short,2025-08-01 13:00,time,22883,1,45731.5,-36.5,-0.08,2,154,0.34,-360.5,-0.79,16214.5,64.86,75
681,Entry short,2025-08-01 06:45,S|ORB|or:177.8|pd:40|on:botBreak|gap:-265.8|ent:close|risk:230|rr:0|n:1|h:9|m:45|dow:6,22865.75,1,45731.5,-36.5,-0.08,2,154,0.34,-360.5,-0.79,16214.5,64.86,75
682,Exit long,2025-08-04 13:00,time,23292,1,46434,148,0.32,2,183.5,0.40,-60,-0.13,16362.5,65.45,75
682,Entry long,2025-08-04 06:45,L|ORB|or:108.3|pd:35|on:topBreak|gap:+213.5|ent:close|risk:128.5|rr:0|n:1|h:9|m:45|dow:2,23217,1,46434,148,0.32,2,183.5,0.40,-60,-0.13,16362.5,65.45,75
683,Exit long,2025-08-05 07:15,SL,23302.75,1,46763.5,-160,-0.34,2,21,0.04,-159,-0.34,16202.5,64.81,6
683,Entry long,2025-08-05 06:45,L|ORB|or:63.3|pd:29|on:botBreak|gap:+52|ent:close|risk:78.5|rr:0|n:1|h:9|m:45|dow:3,23381.75,1,46763.5,-160,-0.34,2,21,0.04,-159,-0.34,16202.5,64.81,6
684,Exit long,2025-08-06 13:00,time,23409.5,1,46540,277,0.60,2,348.5,0.75,-212.5,-0.46,16479.5,65.92,72
684,Entry long,2025-08-06 07:00,L|ORB|or:79.3|pd:28|on:topBreak|gap:+35|ent:close|risk:121.5|rr:0|n:1|h:10|m:0|dow:4,23270,1,46540,277,0.60,2,348.5,0.75,-212.5,-0.46,16479.5,65.92,72
685,Exit short,2025-08-07 13:00,time,23504.5,1,47128,117,0.25,2,467,0.99,-60.5,-0.13,16596.5,66.39,68
685,Entry short,2025-08-07 07:20,S|ORB|or:65.3|pd:22|on:topBreak|gap:+176.3|ent:close|risk:84.25|rr:0|n:1|h:10|m:20|dow:5,23564,1,47128,117,0.25,2,467,0.99,-60.5,-0.13,16596.5,66.39,68
686,Exit long,2025-08-08 13:00,time,23732.5,1,47257.5,205.5,0.43,2,216,0.46,-34.5,-0.07,16802,67.21,75
686,Entry long,2025-08-08 06:45,L|ORB|or:84.3|pd:25|on:topBreak|gap:+39.8|ent:close|risk:99|rr:0|n:1|h:9|m:45|dow:6,23628.75,1,47257.5,205.5,0.43,2,216,0.46,-34.5,-0.07,16802,67.21,75
687,Exit short,2025-08-13 13:00,time,23949.5,1,48034,133,0.28,2,261,0.54,-2.5,-0.01,16935,67.74,73
687,Entry short,2025-08-13 06:55,S|ORB|or:40.3|pd:12|on:topBreak|gap:+110.5|ent:close|risk:52.25|rr:0|n:1|h:9|m:55|dow:4,24017,1,48034,133,0.28,2,261,0.54,-2.5,-0.01,16935,67.74,73
688,Exit short,2025-08-15 13:00,time,23789.75,1,47567.5,-14,-0.03,2,97,0.20,-200,-0.42,16921,67.68,75
688,Entry short,2025-08-15 06:45,S|ORB|or:76|pd:46|on:botBreak|gap:-12.3|ent:close|risk:127.25|rr:0|n:1|h:9|m:45|dow:6,23783.75,1,47567.5,-14,-0.03,2,97,0.20,-200,-0.42,16921,67.68,75
689,Exit short,2025-08-19 13:00,time,23483,1,47253.5,285.5,0.60,2,402,0.85,-65.5,-0.14,17206.5,68.83,67
689,Entry short,2025-08-19 07:25,S|ORB|or:110.8|pd:105|on:botBreak|gap:-34.3|ent:close|risk:144.25|rr:0|n:1|h:10|m:25|dow:3,23626.75,1,47253.5,285.5,0.60,2,402,0.85,-65.5,-0.14,17206.5,68.83,67
690,Exit short,2025-08-20 13:00,time,23323.5,1,46529.5,-119.5,-0.26,2,458,0.98,-208.5,-0.45,17087,68.35,75
690,Entry short,2025-08-20 06:45,S|ORB|or:109.5|pd:32|on:botBreak|gap:-44.5|ent:close|risk:167.5|rr:0|n:1|h:9|m:45|dow:4,23264.75,1,46529.5,-119.5,-0.26,2,458,0.98,-208.5,-0.45,17087,68.35,75
691,Exit long,2025-08-21 08:55,SL,23198.75,1,46639,-243.5,-0.52,2,56.5,0.12,-242.5,-0.52,16843.5,67.37,19
691,Entry long,2025-08-21 07:20,L|ORB|or:91|pd:23|on:botBreak|gap:-64.5|ent:close|risk:120.25|rr:0|n:1|h:10|m:20|dow:5,23319.5,1,46639,-243.5,-0.52,2,56.5,0.12,-242.5,-0.52,16843.5,67.37,19
692,Exit long,2025-08-22 13:00,time,23563.25,1,46973.5,151,0.32,2,325.5,0.69,-8.5,-0.02,16994.5,67.98,72
692,Entry long,2025-08-22 07:00,L|ORB|or:117.8|pd:51|on:topBreak|gap:+46.8|ent:close|risk:280.75|rr:0|n:1|h:10|m:0|dow:6,23486.75,1,46973.5,151,0.32,2,325.5,0.69,-8.5,-0.02,16994.5,67.98,72
693,Exit long,2025-08-25 13:00,time,23509.25,1,47085.5,-69,-0.15,2,147,0.31,-115.5,-0.25,16925.5,67.70,72
693,Entry long,2025-08-25 07:00,L|ORB|or:73.5|pd:17|on:botBreak|gap:-69|ent:close|risk:98|rr:0|n:1|h:10|m:0|dow:2,23542.75,1,47085.5,-69,-0.15,2,147,0.31,-115.5,-0.25,16925.5,67.70,72
694,Exit short,2025-08-27 07:10,SL,23566,1,46999,-135,-0.29,2,0,0.00,-134,-0.29,16790.5,67.16,5
694,Entry short,2025-08-27 06:45,S|ORB|or:51.5|pd:30|on:botBreak|gap:-45.5|ent:close|risk:66|rr:0|n:1|h:9|m:45|dow:4,23499.5,1,46999,-135,-0.29,2,0,0.00,-134,-0.29,16790.5,67.16,5
695,Exit short,2025-08-28 08:15,SL,23744,1,47218,-272,-0.58,2,30.5,0.06,-271,-0.57,16518.5,66.07,16
695,Entry short,2025-08-28 06:55,S|ORB|or:114|pd:67|on:topBreak|gap:+20.5|ent:close|risk:134.5|rr:0|n:1|h:9|m:55|dow:5,23609,1,47218,-272,-0.58,2,30.5,0.06,-271,-0.57,16518.5,66.07,16
696,Exit short,2025-08-29 13:00,time,23466.5,1,47086,151,0.32,2,282,0.60,-66.5,-0.14,16669.5,66.68,75
696,Entry short,2025-08-29 06:45,S|ORB|or:82.8|pd:36|on:botBreak|gap:-114.5|ent:close|risk:125.25|rr:0|n:1|h:9|m:45|dow:6,23543,1,47086,151,0.32,2,282,0.60,-66.5,-0.14,16669.5,66.68,75
697,Exit long,2025-09-02 13:00,time,23271,1,46503.5,36.5,0.08,2,75.5,0.16,-451.5,-0.97,16706,66.82,74
697,Entry long,2025-09-02 06:50,L|ORB|or:152.5|pd:239|on:botBreak|gap:-402.5|ent:close|risk:227|rr:0|n:1|h:9|m:50|dow:3,23251.75,1,46503.5,36.5,0.08,2,75.5,0.16,-451.5,-0.97,16706,66.82,74
698,Exit short,2025-09-04 08:20,SL,23549,1,46864,-236,-0.50,2,43,0.09,-235,-0.50,16470,65.88,16
698,Entry short,2025-09-04 07:00,S|ORB|or:91|pd:44|on:topBreak|gap:+28.3|ent:close|risk:116.5|rr:0|n:1|h:10|m:0|dow:5,23432,1,46864,-236,-0.50,2,43,0.09,-235,-0.50,16470,65.88,16
699,Exit short,2025-09-05 13:00,time,23682.25,1,47591,224.5,0.47,2,580,1.22,-16,-0.03,16694.5,66.78,71
699,Entry short,2025-09-05 07:05,S|ORB|or:81|pd:30|on:topBreak|gap:+208.3|ent:close|risk:107.25|rr:0|n:1|h:10|m:5|dow:6,23795.5,1,47591,224.5,0.47,2,580,1.22,-16,-0.03,16694.5,66.78,71
700,Exit long,2025-09-08 10:50,SL,23770.5,1,47731,-192,-0.40,2,44,0.09,-191,-0.40,16502.5,66.01,48
700,Entry long,2025-09-08 06:50,L|ORB|or:75.5|pd:19|on:topBreak|gap:+93.8|ent:close|risk:94.5|rr:0|n:1|h:9|m:50|dow:2,23865.5,1,47731,-192,-0.40,2,44,0.09,-191,-0.40,16502.5,66.01,48
701,Exit long,2025-09-11 13:00,time,24009.75,1,48025,-7.5,-0.02,2,71.5,0.15,-75.5,-0.16,16495,65.98,65
701,Entry long,2025-09-11 07:35,L|ORB|or:86.3|pd:40|on:topBreak|gap:+103.3|ent:close|risk:101.25|rr:0|n:1|h:10|m:35|dow:5,24012.5,1,48025,-7.5,-0.02,2,71.5,0.15,-75.5,-0.16,16495,65.98,65
702,Exit long,2025-09-12 13:00,time,24105.75,1,48160,49.5,0.10,2,157,0.33,-18.5,-0.04,16544.5,66.18,66
702,Entry long,2025-09-12 07:30,L|ORB|or:61.5|pd:44|on:topBreak|gap:+28.8|ent:close|risk:78.25|rr:0|n:1|h:10|m:30|dow:6,24080,1,48160,49.5,0.10,2,157,0.33,-18.5,-0.04,16544.5,66.18,66
703,Exit long,2025-09-15 13:00,time,24293.5,1,48493.5,91.5,0.19,2,137,0.28,-52.5,-0.11,16636,66.54,74
703,Entry long,2025-09-15 06:50,L|ORB|or:55.5|pd:35|on:topBreak|gap:+68.3|ent:close|risk:75|rr:0|n:1|h:9|m:50|dow:2,24246.75,1,48493.5,91.5,0.19,2,137,0.28,-52.5,-0.11,16636,66.54,74
704,Exit long,2025-09-25 13:00,time,24636,1,49212.5,57.5,0.12,2,180.5,0.37,-306.5,-0.62,16693.5,66.77,69
704,Entry long,2025-09-25 07:15,L|ORB|or:156.8|pd:58|on:botBreak|gap:-163|ent:close|risk:184.5|rr:0|n:1|h:10|m:15|dow:5,24606.25,1,49212.5,57.5,0.12,2,180.5,0.37,-306.5,-0.62,16693.5,66.77,69
705,Exit long,2025-09-29 08:35,SL,24847.5,1,49895,-202,-0.40,2,54,0.11,-201,-0.40,16491.5,65.97,22
705,Entry long,2025-09-29 06:45,L|ORB|or:67.8|pd:31|on:topBreak|gap:+125.8|ent:close|risk:99.5|rr:0|n:1|h:9|m:45|dow:2,24947.5,1,49895,-202,-0.40,2,54,0.11,-201,-0.40,16491.5,65.97,22
706,Exit long,2025-09-30 10:20,SL,24740.5,1,49714,-235,-0.47,2,13,0.03,-234,-0.47,16256.5,65.03,28
706,Entry long,2025-09-30 08:00,L|ORB|or:89.5|pd:46|on:botBreak|gap:-16.8|ent:close|risk:116|rr:0|n:1|h:11|m:0|dow:3,24857,1,49714,-235,-0.47,2,13,0.03,-234,-0.47,16256.5,65.03,28
707,Exit long,2025-10-08 13:00,time,25331.75,1,50348.5,313,0.62,2,338,0.67,-4,-0.01,16569.5,66.28,73
707,Entry long,2025-10-08 06:55,L|ORB|or:79.5|pd:28|on:topBreak|gap:+35|ent:close|risk:101.25|rr:0|n:1|h:9|m:55|dow:4,25174.25,1,50348.5,313,0.62,2,338,0.67,-4,-0.01,16569.5,66.28,73
708,Exit short,2025-10-09 13:00,time,25293.75,1,50456,-133.5,-0.26,2,133.5,0.26,-145,-0.29,16436,65.74,66
708,Entry short,2025-10-09 07:30,S|ORB|or:76|pd:28|on:botBreak|gap:-0.5|ent:close|risk:107|rr:0|n:1|h:10|m:30|dow:5,25228,1,50456,-133.5,-0.26,2,133.5,0.26,-145,-0.29,16436,65.74,66
709,Exit short,2025-10-10 13:00,time,24431.5,1,50387.5,1522.5,3.02,2,1618,3.21,-5,-0.01,17958.5,71.83,61
709,Entry short,2025-10-10 07:55,S|ORB|or:83|pd:48|on:topBreak|gap:+18.5|ent:close|risk:183.25|rr:0|n:1|h:10|m:55|dow:6,25193.75,1,50387.5,1522.5,3.02,2,1618,3.21,-5,-0.01,17958.5,71.83,61
710,Exit long,2025-10-14 13:00,time,24761.75,1,49377.5,144,0.29,2,516,1.04,-37.5,-0.08,18102.5,72.41,68
710,Entry long,2025-10-14 07:20,L|ORB|or:211.8|pd:88|on:botBreak|gap:-282.3|ent:close|risk:258.75|rr:0|n:1|h:10|m:20|dow:3,24688.75,1,49377.5,144,0.29,2,516,1.04,-37.5,-0.08,18102.5,72.41,68
711,Exit long,2025-10-16 08:25,SL,25035.25,1,50252,-183.5,-0.37,2,106.5,0.21,-182.5,-0.36,17919,71.68,10
711,Entry long,2025-10-16 07:35,L|ORB|or:70|pd:15|on:topBreak|gap:+120.5|ent:close|risk:90.25|rr:0|n:1|h:10|m:35|dow:5,25126,1,50252,-183.5,-0.37,2,106.5,0.21,-182.5,-0.36,17919,71.68,10
712,Exit long,2025-10-20 13:00,time,25306.5,1,50498.5,112.5,0.22,2,210.5,0.42,-69,-0.14,18031.5,72.13,71
712,Entry long,2025-10-20 07:05,L|ORB|or:110|pd:29|on:topBreak|gap:+130.3|ent:close|risk:134.75|rr:0|n:1|h:10|m:5|dow:2,25249.25,1,50498.5,112.5,0.22,2,210.5,0.42,-69,-0.14,18031.5,72.13,71
713,Exit short,2025-10-21 08:45,SL,25305.25,1,50441.5,-171,-0.34,2,34.5,0.07,-170,-0.34,17860.5,71.44,16
713,Entry short,2025-10-21 07:25,S|ORB|or:71.5|pd:30|on:botBreak|gap:+1.3|ent:close|risk:84|rr:0|n:1|h:10|m:25|dow:3,25220.75,1,50441.5,-171,-0.34,2,34.5,0.07,-170,-0.34,17860.5,71.44,16
714,Exit short,2025-10-22 13:00,time,25051.5,1,50250,145,0.29,2,638.5,1.27,-134.5,-0.27,18005.5,72.02,67
714,Entry short,2025-10-22 07:25,S|ORB|or:98.8|pd:68|on:botBreak|gap:-26|ent:close|risk:146.75|rr:0|n:1|h:10|m:25|dow:4,25125,1,50250,145,0.29,2,638.5,1.27,-134.5,-0.27,18005.5,72.02,67
715,Exit long,2025-10-27 13:00,time,25973,1,51748,196,0.38,2,214,0.41,-49,-0.09,18201.5,72.81,66
715,Entry long,2025-10-27 07:30,L|ORB|or:63.5|pd:46|on:topBreak|gap:+306.8|ent:close|risk:78|rr:0|n:1|h:10|m:30|dow:2,25874,1,51748,196,0.38,2,214,0.41,-49,-0.09,18201.5,72.81,66
716,Exit short,2025-10-28 09:25,SL,26094.75,1,52055,-136.5,-0.26,2,42,0.08,-135.5,-0.26,18065,72.26,22
716,Entry short,2025-10-28 07:35,S|ORB|or:52.3|pd:28|on:topBreak|gap:+90.5|ent:close|risk:66.75|rr:0|n:1|h:10|m:35|dow:3,26027.5,1,52055,-136.5,-0.26,2,42,0.08,-135.5,-0.26,18065,72.26,22
717,Exit short,2025-10-31 13:00,time,25971.25,1,52129,184.5,0.35,2,352.5,0.68,-238,-0.46,18249.5,73.00,72
717,Entry short,2025-10-31 07:00,S|ORB|or:96|pd:31|on:botBreak|gap:+327.5|ent:close|risk:135.25|rr:0|n:1|h:10|m:0|dow:6,26064.5,1,52129,184.5,0.35,2,352.5,0.68,-238,-0.46,18249.5,73.00,72
718,Exit short,2025-11-03 13:00,time,26130.5,1,52274,11,0.02,2,247.5,0.47,-59,-0.11,18260.5,73.04,74
718,Entry short,2025-11-03 06:50,S|ORB|or:110.8|pd:36|on:topBreak|gap:+243|ent:close|risk:129|rr:0|n:1|h:9|m:50|dow:2,26137,1,52274,11,0.02,2,247.5,0.47,-59,-0.11,18260.5,73.04,74
719,Exit short,2025-11-06 13:00,time,25266.25,1,51109.5,575,1.13,2,714,1.40,-23,-0.05,18835.5,75.34,74
719,Entry short,2025-11-06 06:50,S|ORB|or:99|pd:25|on:botBreak|gap:-67.5|ent:close|risk:130.25|rr:0|n:1|h:9|m:50|dow:5,25554.75,1,51109.5,575,1.13,2,714,1.40,-23,-0.05,18835.5,75.34,74
720,Exit short,2025-11-07 11:55,SL,25112.25,1,49739,-487.5,-0.98,2,320,0.64,-486.5,-0.98,18348,73.39,51
720,Entry short,2025-11-07 07:40,S|ORB|or:194|pd:40|on:botBreak|gap:-148.8|ent:close|risk:242.25|rr:0|n:1|h:10|m:40|dow:6,24869.5,1,49739,-487.5,-0.98,2,320,0.64,-486.5,-0.98,18348,73.39,51
721,Exit short,2025-11-10 09:55,SL,25640.5,1,51011,-272,-0.53,2,105.5,0.21,-271,-0.53,18076,72.30,23
